Y(nm)  X(nm)
-46698	-7722
-46689	-7138
-46695	-6678
-46830	-6146
-46683	-5783
-46976	-5160
-46795	-4514
-46949	-3989
-46802	-3410
-46703	-2835
-46899	-2517
-46754	-1719
-46801	-1183
-46982	-690
-46790	-119
-46880	411
-46909	707
-46708	1456
-46732	1820
-46968	2337
-46900	3066
-46962	3553
-46702	4033
-46971	4535
-46745	5327
-46729	5728
-46897	6359
-46939	6928
-46683	7321
-46755	7871
-46150	10538
-46376	10214
-46434	9532
-46174	9063
-46154	8465
-46229	7748
-46409	7362
-46184	6815
-46325	6300
-46146	5632
-46337	5083
-46161	4557
-46302	3973
-46276	3556
-46196	2947
-46200	2464
-46327	2050
-46345	1322
-46420	967
-46166	404
-46422	-237
-46210	-717
-46174	-1439
-46423	-1713
-46239	-2467
-46140	-2963
-46332	-3494
-46430	-4101
-46193	-4449
-46207	-4962
-46262	-5672
-46166	-6204
-46133	-6598
-46337	-7426
-46265	-7817
-46360	-8501
-46242	-8921
-46396	-9438
-46309	-9966
-46261	-10436
-45791	-12020
-45871	-11613
-45792	-11039
-45671	-10612
-45607	-9884
-45645	-9583
-45808	-8860
-45793	-8453
-45867	-7818
-45770	-7424
-45861	-6701
-45852	-6054
-45834	-5734
-45773	-4995
-45765	-4634
-45722	-3898
-45857	-3438
-45832	-2865
-45732	-2434
-45688	-1859
-45687	-1311
-45766	-809
-45792	-338
-45778	190
-45644	716
-45619	1318
-45894	1854
-45726	2480
-45624	3021
-45670	3451
-45709	4253
-45634	4663
-45720	5053
-45834	5612
-45740	6155
-45707	6782
-45631	7301
-45755	8002
-45657	8544
-45737	9120
-45661	9659
-45854	9984
-45782	10485
-45860	11235
-45895	11770
-45615	12281
-45056	14824
-45328	13834
-45356	13207
-45231	12928
-45149	12205
-45119	11600
-45336	11058
-45070	10545
-45249	10224
-45065	9422
-45188	8902
-45066	8458
-45187	7978
-45299	7312
-45204	6957
-45205	6270
-45065	5810
-45098	5073
-45075	4731
-45282	4141
-45309	3424
-45079	3162
-45125	2580
-45254	1840
-45273	1334
-45083	860
-45098	260
-45322	-223
-45319	-686
-45208	-1387
-45155	-1912
-45102	-2331
-45188	-2839
-45320	-3558
-45060	-3957
-45355	-4512
-45224	-5065
-45230	-5669
-45253	-6089
-45057	-6700
-45132	-7298
-45223	-7883
-45164	-8445
-45070	-8796
-45277	-9293
-45065	-9881
-45316	-10391
-45289	-10916
-45218	-11596
-45234	-11994
-45096	-12825
-45274	-13213
-45079	-13883
-45066	-14335
-44735	-15835
-44718	-15366
-44723	-14909
-44507	-14469
-44547	-13785
-44671	-13290
-44725	-12700
-44648	-12212
-44589	-11498
-44573	-10973
-44786	-10421
-44622	-10088
-44622	-9534
-44579	-8947
-44771	-8386
-44608	-7906
-44541	-7355
-44572	-6848
-44534	-6063
-44710	-5629
-44804	-4972
-44728	-4541
-44689	-3982
-44751	-3331
-44718	-2922
-44540	-2494
-44592	-1780
-44741	-1368
-44816	-887
-44712	-161
-44746	440
-44741	829
-44603	1322
-44704	1999
-44562	2412
-44786	2955
-44697	3516
-44698	4055
-44518	4782
-44516	5265
-44645	5609
-44790	6388
-44631	6836
-44735	7321
-44530	7926
-44533	8337
-44813	9044
-44633	9665
-44730	10052
-44697	10706
-44671	11037
-44661	11548
-44796	12296
-44714	12782
-44573	13436
-44763	13772
-44537	14466
-44521	15066
-44585	15449
-44534	16030
-44027	17735
-44148	17228
-44148	16696
-44173	16023
-44235	15346
-44037	14979
-44162	14547
-44153	13773
-44024	13223
-44123	12767
-44150	12349
-44188	11599
-43987	11157
-44209	10707
-44090	9969
-44198	9536
-44086	8888
-43969	8359
-44196	8037
-44044	7456
-44159	6674
-44127	6237
-44037	5625
-44107	5068
-44136	4754
-44225	3995
-44188	3651
-44014	2971
-43999	2584
-44192	1854
-44171	1542
-44218	714
-44081	407
-44068	-345
-44182	-693
-44192	-1295
-44162	-1895
-44087	-2422
-44048	-3067
-44081	-3497
-44160	-3944
-44168	-4574
-44103	-5178
-44219	-5662
-44244	-6087
-44071	-6724
-44212	-7199
-44060	-7736
-44044	-8301
-44221	-9011
-44104	-9529
-44260	-9964
-44081	-10558
-44071	-11215
-44043	-11675
-44127	-12254
-44129	-12748
-44244	-13323
-43978	-13845
-44102	-14373
-44093	-14805
-44043	-15350
-43988	-15917
-44209	-16329
-44011	-17025
-43982	-17660
-43499	-18559
-43554	-18123
-43721	-17710
-43588	-17018
-43650	-16536
-43590	-15827
-43683	-15263
