Y(nm)  X(nm)
-46744	-7375
-46798	-6976
-46959	-6352
-46670	-5715
-46833	-4963
-46821	-4141
-46590	-3546
-46778	-2908
-46715	-2166
-46594	-1652
-46833	-1141
-46795	-302
-46912	448
-46585	1171
-46574	1893
-46581	2444
-46769	3095
-46564	3509
-46974	4286
-46721	5096
-46935	5737
-46732	6451
-46593	7163
-46864	7515
-46663	8534
-46025	11596
-46227	10374
-45946	9664
-46084	9126
-45952	8541
-46078	7899
-45997	7053
-46065	6336
-45933	5515
-46008	4854
-46209	4309
-46032	3644
-46147	3132
-45976	2248
-45960	1596
-46016	956
-45992	533
-45946	-177
-46039	-1134
-45995	-1731
-46038	-2435
-46321	-2823
-46217	-3576
-45914	-4434
-46266	-4804
-46262	-5389
-45920	-6092
-46213	-7128
-46127	-7798
-45972	-8037
-46239	-8817
-46222	-9516
-45923	-10176
-45989	-11085
-45944	-11482
-45289	-13674
-45555	-12843
-45548	-12069
-45506	-11482
-45448	-11065
-45362	-10140
-45420	-9687
-45520	-8867
-45312	-8449
-45631	-7515
-45591	-6977
-45434	-6099
-45358	-5761
-45458	-4912
-45480	-4430
-45535	-3812
-45335	-3003
-45352	-2067
-45322	-1527
-45470	-762
-45418	-224
-45631	410
-45398	969
-45277	1690
-45246	2224
-45318	3159
-45315	3668
-45605	4399
-45614	4904
-45425	5584
-45520	6156
-45378	7141
-45461	7631
-45341	8287
-45382	9099
-45596	9856
-45402	10134
-45362	10911
-45247	11742
-45384	12293
-45250	12892
-45361	13614
-44860	15592
-44975	14840
-44781	14412
-44563	13449
-44823	13198
-44891	12130
-44866	11604
-44728	10936
-44741	10403
-44889	9832
-44767	9221
-44609	8459
-44586	7845
-44609	6977
-44986	6294
-44711	5655
-44993	5068
-44906	4541
-44595	3816
-44695	3039
-44929	2438
-44826	1607
-44574	1107
-44937	195
-44626	-223
-44714	-920
-44692	-1571
-44669	-2376
-44658	-3122
-44602	-3398
-44781	-4156
-44960	-4739
-44641	-5811
-44826	-6440
-44770	-6877
-44787	-7525
-44590	-8081
-44944	-8896
-44766	-9777
-44991	-10049
-44602	-11113
-44904	-11738
-44756	-12041
-44899	-13024
-44576	-13712
-44941	-14409
-44797	-15097
-44642	-15484
-44044	-17633
-43969	-16798
-44090	-16088
-44274	-15669
-43913	-14805
-44321	-14160
-44140	-13512
-44148	-12935
-44179	-12100
-43909	-11531
-44011	-10946
-44137	-10342
-44056	-9707
-43926	-8775
-44214	-8050
-43919	-7450
-44270	-6740
-44231	-6053
-44133	-5582
-44155	-4716
-43962	-4455
-44209	-3578
-43938	-3090
-43920	-2304
-44149	-1468
-44139	-763
-43952	-374
-44258	421
-44287	1173
-43992	1738
-44068	2553
-43979	2931
-44114	3792
-44040	4516
-44093	5195
-44188	5665
-44225	6384
-44195	6831
-44136	7794
-44194	8403
-44112	8830
-44293	9839
-44194	10531
-43974	10979
-44160	11701
-43979	12186
-44221	12898
-44106	13717
-44224	14187
-43964	14862
-44252	15830
-43994	16297
-43992	16963
-43550	18459
-43525	17693
-43531	16911
-43232	16106
-43288	15641
-43460	14910
-43535	14314
-43427	13574
-43345	13151
-43324	12461
-43621	11813
-43391	10857
-43393	10209
-43331	9609
-43600	8971
-43373	8221
-43281	7568
-43322	6857
-43271	6530
-43514	5717
-43646	5212
-43540	4393
-43486	3753
-43573	3241
-43525	2392
-43279	1570
-43350	1147
-43558	300
-43663	-448
-43518	-855
-43564	-1439
-43558	-2316
-43366	-3046
-43506	-3523
-43308	-4367
-43620	-5030
-43496	-5668
-43498	-6335
-43249	-6742
-43243	-7488
-43425	-8428
-43627	-8761
-43404	-9556
-43550	-10299
-43264	-10876
-43268	-11722
-43657	-12156
-43409	-12710
-43544	-13589
-43496	-14098
-43460	-15057
-43446	-15763
-43634	-16141
-43521	-16884
-43325	-17391
-43590	-18342
-43274	-18793
-43252	-19378
-42572	-19989
-42838	-19724
-42703	-19065
-42842	-18064
-42735	-17532
-42952	-16931
-42720	-16391
-42683	-15666
-42717	-15056
-42581	-14115
-42900	-13559
-42743	-12697
-42739	-12335
-42919	-11603
-42595	-10808
-42793	-10101
-42893	-9368
-42581	-8794
-42896	-8106
-42954	-7569
-42970	-6881
-42710	-6411
-42778	-5788
-42746	-4854
-42772	-4476
-42581	-3808
-42719	-2859
-42796	-2451
-42917	-1688
-42638	-888
-42687	-328
-42704	459
-42654	1153
-42821	1866
-42821	2543
-42857	3026
-42944	3502
-42668	4411
-42841	5226
-42829	5569
-42650	6221
-42789	7006
-42827	7841
-42878	8215
-42598	9020
-42907	9810
-42743	10201
-42891	11016
-42736	11534
-42575	12215
-42890	13184
-42678	13796
-42838	14126
-42793	14935
-42668	15501
-42766	16145
-42806	17125
-42930	17488
-42878	18429
-42637	18901
-42617	19779
-42884	20183
-41993	20791
-42139	20424
-42144	19549
-42171	18965
-41970	18193
-41945	17729
-42200	17091
-42013	16329
-42066	15534
-42092	15103
-42040	14206
-42170	13788
-42141	13069
-41968	12271
-42256	11609
-42200	11052
-41977	10233
-42253	9723
-42027	8888
-42089	8505
-42206	7787
-42109	6815
-42244	6302
-42282	5603
-42246	4917
-42072	4410
-42170	3694
-42052	2945
-42208	2579
-42223	1575
-42243	890
-42253	569
-42237	-378
-42148	-1031
-42147	-1771
-42049	-2264
-41927	-3105
-42259	-3690
-41977	-4447
-42219	-4966
-41944	-5441
-42122	-6089
-42170	-6931
-41989	-7695
-42236	-8254
-42321	-9087
-42164	-9779
-42014	-10220
-42043	-11028
-42026	-11554
-42177	-12245
-42188	-12797
-42115	-13615
-42275	-14419
-41973	-14827
-42125	-15587
-42221	-16099
-41908	-16747
-42316	-17739
-42122	-18330
-42181	-18921
-42254	-19461
-42112	-20101
-42009	-20742
-42086	-21553
-41432	-22665
-41360	-22152
-41300	-21442
-41248	-21054
-41582	-20007
-41493	-19624
-41510	-18727
-41426	-18204
-41472	-17733
-41471	-16857
-41619	-16034
-41438	-15451
-41475	-15079
-41462	-14133
-41241	-13725
-41537	-12983
-41271	-12145
-41511	-11532
-41329	-10740
-41472	-10418
-41307	-9431
-41317	-8915
-41523	-8183
-41593	-7558
-41266	-6749
-41385	-6144
-41478	-5761
-41415	-4978
-41626	-4157
-41606	-3609
-41359	-2856
-41278	-2288
-41376	-1427
-41651	-832
-41533	-295
-41455	298
-41414	916
-41395	1610
-41445	2380
-41304	3167
-41501	3760
-41414	4236
-41592	5030
-41534	5622
-41605	6519
-41356	7063
-41626	7808
-41291	8280
-41563	9182
-41411	9480
-41582	10476
-41398	10848
-41668	11499
-41655	12438
-41382	13175
-41556	13545
-41569	14486
-41465	15188
-41307	15638
-41516	16503
-41401	16891
-41572	17800
-41615	18284
-41434	18912
-41661	19637
-41409	20386
-41373	20891
-41406	21784
-41414	22172
-41286	22907
-40581	24399
-40806	23592
-40837	23140
-40985	22109
-40797	21774
-40754	21052
-40633	20223
-40622	19614
-40682	19026
-40637	18462
-40922	17687
-40852	16858
-40872	16400
-41001	15677
-40601	15102
-40613	14154
-40680	13624
-40969	13058
-40867	12514
-40584	11642
-40587	10880
-40794	10260
-41004	9567
-40997	9016
-40870	8190
-40991	7787
-40732	6913
-40795	6300
-40722	5852
-40660	5224
-40872	4334
-40754	3904
-40899	2845
-40630	2255
-40593	1640
-40577	1104
-40780	200
-40591	-170
-40794	-1160
-40833	-1827
-40685	-2439
-40609	-2839
-40591	-3514
-40586	-4386
-40780	-4866
-40967	-5481
-40807	-6417
-40744	-6851
-40903	-7673
-40760	-8143
-40997	-8708
-40932	-9419
-40877	-10424
-40873	-11103
-40879	-11448
-40775	-12037
-40879	-12687
-40952	-13753
-40946	-14314
-40795	-14933
-40988	-15344
-40758	-16359
-40964	-17052
-40751	-17696
-40803	-18273
-40711	-19050
-40683	-19453
-40653	-20351
-40834	-20890
-40755	-21515
-40626	-22043
-40948	-22974
-40921	-23416
-39963	-24706
-40116	-24154
-40058	-23486
-40302	-22746
-40085	-22120
-40266	-21344
-40139	-20761
-40113	-20210
-40154	-19535
-39922	-18750
-39978	-17997
-40005	-17452
-40019	-16673
-39942	-16389
-40268	-15530
-40343	-14767
-40344	-14012
-40170	-13686
-40118	-12717
-40065	-12296
-40100	-11768
-40163	-10748
-40228	-10315
-40262	-9714
-40212	-8728
-39947	-8183
-40037	-7493
-39982	-7046
-40302	-6123
-40002	-5461
-40147	-4756
-40341	-4457
-40261	-3527
-39953	-3001
-40015	-2367
-40012	-1453
-40149	-1104
-39956	-211
-40042	526
-40312	1052
-40133	1782
-39950	2319
-40248	3021
-39927	3605
-40064	4210
-40266	5103
-40298	5832
-40106	6466
-39963	7155
-40127	7889
-40026	8300
-39930	8896
-40130	9718
-40101	10535
-39996	10801
-40323	11646
-40006	12475
-40277	13198
-39968	13816
-40284	14393
-40134	14897
-40218	15812
